	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	0.44	0.44
Earnings Low	0.4	0.4
Earnings High	0.48	0.48
Revenue Average	1079780000	1079780000
Revenue Low	1022000000	1022000000
Revenue High	1122000000	1122000000
