Date	Firm	To Grade	From Grade	Action
2017-07-20 14:31:39	Morgan Stanley	Equal-Weight		main
2017-09-08 17:24:10	Morgan Stanley	Equal-Weight		main
2018-01-10 12:08:04	Citigroup	Buy	Neutral	up
2018-01-10 14:13:00	Mizuho	Buy	Neutral	up
2018-01-30 14:30:27	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-04-04 11:28:17	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-04-04 11:47:03	Stifel Nicolaus	Buy	Buy	main
2018-04-04 12:24:39	Deutsche Bank	Hold	Buy	down
2018-04-04 13:17:40	JP Morgan	Neutral	Overweight	down
2018-04-05 12:44:28	Bank of America	Neutral	Neutral	main
2018-04-16 11:50:56	DA Davidson	Neutral	Neutral	main
2018-06-07 12:16:29	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-06-08 11:47:18	DA Davidson	Neutral	Neutral	main
2018-09-06 10:42:29	Stifel Nicolaus	Buy	Buy	main
2018-09-06 11:31:53	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-09-06 13:08:07	Bank of America	Neutral	Neutral	main
2018-09-10 11:17:45	Citigroup	Buy	Buy	main
2018-10-04 11:00:35	Stifel Nicolaus	Buy	Buy	main
2018-10-04 12:06:21	Raymond James	Outperform	Outperform	main
2018-10-04 12:35:00	Nomura	Buy		up
2018-11-09 13:46:25	Rosenblatt	Buy	Neutral	up
2018-12-07 14:58:39	Citigroup	Buy	Buy	main
2019-03-14 13:46:55	Wedbush	Neutral	Neutral	main
2019-04-08 12:06:47	Bernstein	Outperform	Market Perform	up
2019-05-23 11:54:35	Wells Fargo	Market Perform	Outperform	down
2019-05-31 14:58:36	Citi	Buy		main
2019-06-06 10:34:14	Stifel Nicolaus	Hold	Buy	down
2019-06-06 10:48:30	Citigroup	Neutral	Buy	down
2019-09-05 11:01:44	JMP Securities	Market Outperform	Market Perform	up
2019-09-05 11:16:26	Nomura	Buy		main
2019-09-05 12:02:48	JP Morgan	Neutral		main
2019-09-05 12:14:02	Citigroup	Neutral		main
2019-09-24 12:15:00	Morgan Stanley	Equal-Weight		main
2019-12-03 12:49:02	Morgan Stanley	Equal-Weight		main
2019-12-06 13:18:27	Morgan Stanley	Equal-Weight		main
2019-12-06 14:04:38	Deutsche Bank	Hold		main
2019-12-06 14:30:25	JP Morgan	Neutral		main
2019-12-06 15:11:15	Wedbush	Neutral		main
2019-12-06 15:36:37	Bank of America	Underperform		main
2019-12-09 12:32:30	Citigroup	Neutral		main
2019-12-09 13:41:24	Nomura	Buy		main
2020-01-08 14:59:46	DA Davidson	Buy		main
2020-03-11 14:05:04	B of A Securities	Underperform		reit
2020-03-26 16:44:25	Morgan Stanley	Equal-Weight		main
2020-06-03 13:17:40	Morgan Stanley	Overweight	Equal-Weight	up
2020-06-04 12:17:09	Morgan Stanley	Overweight		main
2020-06-04 12:40:14	Wells Fargo	Equal-Weight		main
2020-06-09 15:53:15	Northland Capital Markets	Market Perform	Outperform	down
2020-09-03 11:02:06	JMP Securities	Market Outperform		main
2020-09-03 11:56:21	Morgan Stanley	Overweight		main
