	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	-2.08	-2.08
Earnings Low	-2.95	-2.95
Earnings High	-1.5	-1.5
Revenue Average	468360000	468360000
Revenue Low	411830000	411830000
Revenue High	538200000	538200000
