	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	1.76	1.76
Earnings Low	1.74	1.74
Earnings High	1.79	1.79
Revenue Average	1822630000	1822630000
Revenue Low	1815000000	1815000000
Revenue High	1831000000	1831000000
