	Holder	Shares	Date Reported	% Out	Value
0	Dodge & Cox Inc	48152071	2020-06-29	0.1451	1100756343
1	Vanguard Group, Inc. (The)	38861864	2020-06-29	0.11710000000000001	888382211
2	Blackrock Inc.	27932161	2020-06-29	0.0842	638529200
3	State Street Corporation	15145330	2020-06-29	0.045700000000000005	346222243
4	First Trust Advisors LP	8732224	2020-06-29	0.0263	199618640
5	Goldman Sachs Group, Inc.	7569500	2020-06-29	0.022799999999999997	173038770
6	FIL LTD	6715364	2020-06-29	0.0202	153513221
7	Wells Fargo & Company	6370126	2020-06-29	0.0192	145621080
8	Invesco Ltd.	6309399	2020-06-29	0.019	144232861
9	Geode Capital Management, LLC	5774931	2020-06-29	0.0174	132014922
