	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	1911823	2020-06-29	0.044500000000000005	269509688
1	Kayne Anderson Rudnick Investment Management LLC	1807497	2020-06-29	0.0421	254802852
2	Atlanta Capital Management Company LLC	1465098	2020-06-29	0.0341	206534865
3	BAMCO Inc.	1349157	2020-06-29	0.031400000000000004	190190662
4	FMR, LLC	1336249	2020-06-29	0.0311	188371021
5	Blackrock Inc.	1044802	2020-06-29	0.024300000000000002	147285737
6	JP Morgan Chase & Company	825420	2020-06-29	0.0192	116359457
7	Renaissance Technologies, LLC	759470	2020-06-29	0.0177	107062485
8	Wasatch Advisors Inc	646855	2020-06-29	0.0151	91187149
9	Mawer Investment Management Limited	578000	2020-06-29	0.013500000000000002	81480660
