	0	1
Earnings Date	2020-12-10 00:00:00	2020-12-14 00:00:00
Earnings Average	1.91	1.91
Earnings Low	1.67	1.67
Earnings High	2.12	2.12
Revenue Average	39898700000	39898700000
Revenue Low	37563000000	37563000000
Revenue High	41400000000	41400000000
