	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	147386808	2020-06-29	0.08349999999999999	14470436809
1	Blackrock Inc.	123356424	2020-06-29	0.0699	12111133708
2	State Street Corporation	79725055	2020-06-29	0.0452	7827405899
3	Capital Research Global Investors	46103689	2020-06-29	0.026099999999999998	4526460186
4	Price (T.Rowe) Associates Inc	41778780	2020-06-29	0.023700000000000002	4101840620
5	FMR, LLC	31370114	2020-06-29	0.0178	3079917792
6	Geode Capital Management, LLC	28958592	2020-06-29	0.016399999999999998	2843154562
7	JP Morgan Chase & Company	28650659	2020-06-29	0.016200000000000003	2812921700
8	Northern Trust Corporation	24153136	2020-06-29	0.0137	2371354892
9	Nuveen Asset Management	22124489	2020-06-29	0.0125	2172182330
