	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	0.96	0.96
Earnings Low	0.9	0.9
Earnings High	1.01	1.01
Revenue Average	1090620000	1090620000
Revenue Low	978680000	978680000
Revenue High	1215570000	1215570000
