	0	1
Earnings Date	2020-11-02 00:00:00	2020-11-06 00:00:00
Earnings Average	0.8	0.8
Earnings Low	0.67	0.67
Earnings High	1.37	1.37
Revenue Average	715110000	715110000
Revenue Low	639410000	639410000
Revenue High	757800000	757800000
