	Holder	Shares	Date Reported	% Out	Value
0	Baillie Gifford and Company	17110115	2020-06-29	0.11720000000000001	6336731090
1	Vanguard Group, Inc. (The)	11713173	2020-06-29	0.0802	4337973620
2	Blackrock Inc.	11673748	2020-06-29	0.08	4323372571
3	State Street Corporation	6191502	2020-06-29	0.0424	2293022765
4	Edgewood Management Company	5434524	2020-06-29	0.037200000000000004	2012675963
5	Capital Research Global Investors	4010655	2020-06-29	0.0275	1485346079
6	Sands Capital Management, Inc.	3187332	2020-06-29	0.0218	1180428406
7	Bank Of New York Mellon Corporation	3171688	2020-06-29	0.0217	1174634650
8	Morgan Stanley	3075011	2020-06-29	0.021099999999999997	1138830323
9	Capital World Investors	2610977	2020-06-29	0.0179	966975331
