	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	127143291	2020-06-29	0.029300000000000003	746331118
1	Vanguard Group, Inc. (The)	66764791	2020-06-29	0.0154	391909323
2	Berkshire Hathaway, Inc	50000000	2020-06-29	0.0115	293500000
3	Citadel Advisors LLC	48688580	2020-06-29	0.011200000000000002	285801964
4	Renaissance Technologies, LLC	39896966	2020-06-29	0.0092	234195190
5	State Street Corporation	30894669	2020-06-29	0.0070999999999999995	181351707
6	DSM Capital Partners, LLC	22690913	2020-06-29	0.0052	133195659
7	Geode Capital Management, LLC	18895031	2020-06-29	0.0044	110913831
8	Nordea Investment Management Ab	16688876	2020-06-29	0.0038	97963702
9	Goldman Sachs Group, Inc.	14346586	2020-06-29	0.0033	84214459
