	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.05	0.05
Earnings Low	0.05	0.05
Earnings High	0.06	0.06
Revenue Average	1927650000	1927650000
Revenue Low	1885000000	1885000000
Revenue High	1960000000	1960000000
