	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	9420300	2020-06-29	0.1108	3110206248
1	Blackrock Inc.	7501723	2020-06-29	0.0882	2476768865
2	Fundsmith LLP	4240711	2020-06-29	0.0499	1400113143
3	State Street Corporation	3743296	2020-06-29	0.044000000000000004	1235886607
4	BAMCO Inc.	3437134	2020-06-29	0.0404	1134804161
5	Price (T.Rowe) Associates Inc	2518722	2020-06-29	0.0296	831581255
6	Blair (William) & Company, L.L.C.	1551674	2020-06-29	0.0182	512300687
7	Geode Capital Management, LLC	1390604	2020-06-29	0.0163	459121816
8	AllianceBernstein, L.P.	1311938	2020-06-29	0.0154	433149450
9	Principal Financial Group, Inc.	1241835	2020-06-29	0.0146	410004243
