	0	1
Earnings Date	2020-11-04 00:00:00	2020-11-09 00:00:00
Earnings Average	-0.04	-0.04
Earnings Low	-0.09	-0.09
Earnings High	0.07	0.07
Revenue Average	1093790000	1093790000
Revenue Low	864000000	864000000
Revenue High	1169000000	1169000000
