	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	0.73	0.73
Earnings Low	-0.04	-0.04
Earnings High	1.09	1.09
Revenue Average	3741220000	3741220000
Revenue Low	2721840000	2721840000
Revenue High	4823750000	4823750000
