	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	47985428	2020-09-29	0.0824	12195976380
1	Vanguard Group, Inc. (The)	47937060	2020-09-29	0.0823	12183683169
2	Capital Research Global Investors	33501013	2020-09-29	0.0575	8514617464
3	State Street Corporation	31278999	2020-09-29	0.0537	7949870385
4	Primecap Management Company	17407082	2020-09-29	0.029900000000000003	4424183961
5	FMR, LLC	14202206	2020-09-29	0.024399999999999998	3609632676
6	Geode Capital Management, LLC	9172314	2020-09-29	0.0158	2331235326
7	Morgan Stanley	8565891	2020-09-29	0.0147	2177106856
8	JP Morgan Chase & Company	8270553	2020-09-29	0.014199999999999999	2102043750
9	Northern Trust Corporation	8138181	2020-09-29	0.013999999999999999	2068400082
