	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.8	0.8
Earnings Low	0.73	0.73
Earnings High	0.9	0.9
Revenue Average	345060000	345060000
Revenue Low	333600000	333600000
Revenue High	365000000	365000000
