	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	6688304	2020-06-29	0.050300000000000004	732369288
1	Blackrock Inc.	5401571	2020-06-29	0.0406	591472024
2	Artisan Partners Limited Partnership	3832619	2020-06-29	0.0288	419671780
3	Allianz Asset Management GmbH	3106970	2020-06-29	0.023399999999999997	340213215
4	JP Morgan Chase & Company	3073279	2020-06-29	0.0231	336524050
5	Shaw D.E. & Co., Inc.	2097597	2020-06-29	0.0158	229686871
6	FMR, LLC	1957321	2020-06-29	0.0147	214326649
7	Champlain Investment Partners, LLC	1559160	2020-06-29	0.011699999999999999	170728020
8	First Trust Advisors LP	1347866	2020-06-29	0.0101	147591327
9	Goldman Sachs Group, Inc.	1051354	2020-06-29	0.0079	115123263
