	0	1
Earnings Date	2020-12-01 00:00:00	2020-12-07 00:00:00
Earnings Average	0.06	0.06
Earnings Low	0.05	0.05
Earnings High	0.09	0.09
Revenue Average	132270000	132270000
Revenue Low	131030000	131030000
Revenue High	133600000	133600000
