Date	Firm	To Grade	From Grade	Action
2012-07-02	Morgan Stanley	Overweight		up
2012-07-23	Credit Suisse	Outperform		main
2012-07-27	ISI Group	Hold		up
2012-09-06	JP Morgan	Overweight		up
2012-09-07	Oppenheimer	Outperform		main
2012-09-07	Morgan Stanley	Overweight		main
2012-09-07	UBS	Buy		main
2012-09-07	Jefferies	Buy		main
2012-09-07	Goldman Sachs	Neutral		main
2012-09-07	ISI Group	Hold		main
2012-09-07	Bank of America	Underperform		main
2012-09-07	Barclays	Underweight		main
2012-09-14	Credit Suisse	Outperform		main
2012-09-17	Jefferies	Buy		main
2012-09-24	Compass Point	Neutral		down
2012-09-28	Citigroup	Neutral		main
2012-09-28	JP Morgan	Overweight		main
2012-10-02	Drexel Hamilton	Hold		init
2012-10-12	BTIG Research	Neutral		down
2012-10-22	Bank of America	Underperform		main
2012-10-23	Jefferies	Buy		main
2012-10-23	Susquehanna	Neutral		down
2013-01-04	Goldman Sachs	Buy		up
2013-01-04	Deutsche Bank	Hold		main
2013-01-22	Credit Suisse	Outperform		main
2013-02-06	Nomura	Neutral		init
2013-02-15	Jefferies	Hold		down
2013-03-01	Rafferty	Buy		init
2013-04-02	Credit Suisse	Neutral		down
2013-04-22	Compass Point	Neutral		main
2013-04-29	FBR Capital	Outperform		up
2013-05-09	FIG Partners	Market Perform		down
2013-05-22	Oppenheimer	Perform		down
2013-05-23	Guggenheim	Buy		up
2013-05-29	Standpoint Research	Buy		init
2013-06-14	UBS	Neutral		down
2013-07-09	BMO Capital	Market Perform		down
2013-07-10	JP Morgan	Overweight		main
2013-07-22	Sandler O'Neill	Hold		down
2013-07-22	BMO Capital	Market Perform		main
2013-07-22	Jefferies	Hold		main
2013-07-22	Compass Point	Neutral		main
2013-08-15	Drexel Hamilton	Buy		up
2013-09-06	Deutsche Bank	Buy		up
2013-10-07	ISI Group	Neutral		init
2013-10-21	Compass Point	Buy		main
2013-11-14	Oppenheimer	Outperform		up
2013-12-04	Morgan Stanley	Equal-weight		down
2014-01-06	Barclays	Equal-weight		up
2014-01-07	BMO Capital	Outperform		up
2014-01-09	Bank of America	Neutral		up
2014-01-21	Compass Point	Buy		main
2014-04-21	Compass Point	Buy		main
2014-04-22	Oppenheimer	Outperform		init
2014-04-22	Barclays	Equal-Weight		main
2014-04-24	Deutsche Bank	Buy		main
2014-04-29	JP Morgan	Overweight		main
2014-05-14	Nomura	Neutral		init
2014-06-09	Keefe, Bruyette & Woods	Outperform		up
2014-07-22	Evercore Partners	Equal-Weight		down
2014-07-23	Citigroup	Neutral		main
2014-09-04	JP Morgan	Overweight		main
2014-10-07	Bernstein	Market Perform		init
2014-10-07	Oppenheimer	Outperform		main
2014-10-07	Citigroup	Neutral		main
2014-10-20	Compass Point	Buy		main
2014-10-20	Susquehanna	Positive		up
2014-12-03	Morgan Stanley	Equal-Weight		main
2015-01-05	Barclays	Equal-Weight		main
2015-01-08	JP Morgan	Overweight		main
2015-01-20	Sandler O'Neil	Buy		up
2015-01-20	Keefe Bruyette & Woods	Outperform		main
2015-02-04	Standpoint Research	Buy		up
2015-02-10	Deutsche Bank	Buy		main
2015-03-13	Oppenheimer	Outperform		main
2015-04-01	JP Morgan	Overweight		main
2015-04-21	Barclays	Equal-Weight		main
2015-04-21	Oppenheimer	Outperform		main
2015-05-11	Susquehanna	Positive		main
2015-05-20	Keefe Bruyette & Woods	Market Perform		down
2015-05-20	Baird	Underperform		down
2015-06-12	BMO Capital	Outperform		main
2015-06-18	Stephens & Co.	Equal-Weight		init
