	Holder	Shares	Date Reported	% Out	Value
0	Melvin Capital Management LP	27701362	2020-06-29	0.09970000000000001	414689389
1	Lone Pine Capital, LLC	26265094	2020-06-29	0.09449999999999999	393188457
2	Vanguard Group, Inc. (The)	24008867	2020-06-29	0.0864	359412738
3	Primecap Management Company	13988174	2020-06-29	0.050300000000000004	209402964
4	Blackrock Inc.	13125043	2020-06-29	0.0472	196481893
5	State Street Corporation	9143854	2020-06-29	0.0329	136883494
6	Egerton Capital Limited Partnership	8645380	2020-06-29	0.0311	129421338
7	Candlestick Capital Management LP	5830913	2020-06-29	0.021	87288767
8	Steadfast Capital Management LLC	5589856	2020-06-29	0.020099999999999996	83680144
9	Geode Capital Management, LLC	3841488	2020-06-29	0.0138	57507075
