Date	Firm	To Grade	From Grade	Action
2013-12-12 16:00:00	Brean Capital	Buy		init
2014-02-27 08:00:00	Buckingham Research	Buy	Neutral	up
2014-05-23 06:30:18	Stifel	Buy	Hold	up
2014-06-09 14:52:33	Oppenheimer	Perform	Underperform	up
2014-08-08 16:00:00	Nomura	Neutral		main
2014-08-21 09:00:00	UBS	Buy		main
2014-08-22 09:00:00	FBR Capital	Market Perform		main
2014-09-10 05:46:38	Credit Suisse	Outperform	Neutral	up
2014-09-12 08:00:00	Wunderlich	Buy		init
2014-09-17 16:09:56	PiperJaffray	Neutral	Overweight	down
2014-10-06 06:05:42	BMO Capital	Outperform	Market Perform	up
2014-10-07 09:00:00	Buckingham Research	Buy		main
2014-10-09 08:30:00	Credit Suisse	Outperform		main
2014-10-16 06:19:22	Wells Fargo	Outperform	Market Perform	up
2014-10-20 12:08:56	Tigress Financial	Buy	Neutral	up
2014-10-27 07:34:59	Bank of America	Neutral	Underperform	up
2014-11-04 06:27:21	Wunderlich	Buy		main
2014-11-05 09:00:00	FBR Capital	Market Perform		main
2014-11-07 08:00:00	Oppenheimer	Perform		main
2014-11-20 11:44:46	Wunderlich	Buy		main
2014-11-21 22:41:00	Morgan Stanley	Overweight		main
2014-12-04 09:40:42	Credit Suisse	Outperform		main
2014-12-12 00:00:00	Stifel Nicolaus	Hold	Buy	down
2014-12-16 00:00:00	Cowen & Co.	Outperform		init
2015-01-05 00:00:00	Jefferies	Hold	Underperform	up
2015-01-29 05:57:21	Wedbush	Neutral		init
2015-02-06 09:38:20	Buckingham Research	Neutral	Buy	down
2015-02-13 06:13:52	Janney Capital	Neutral		init
2015-02-27 09:00:00	Barclays	Overweight		main
2015-03-24 06:08:28	Topeka	Buy		init
2015-03-31 06:18:11	Brean Capital	Hold		init
2015-04-06 05:57:42	Mizuho	Buy	Neutral	up
2015-04-27 09:00:00	Nomura	Neutral		main
2015-04-30 06:08:02	Cantor Fitzgerald	Hold		init
2015-05-04 05:55:16	RBC Capital	Sector Perform		init
2015-05-26 06:20:47	Goldman Sachs	Buy		main
2015-06-25 08:45:58	BB&T Capital	Buy		init
2015-06-30 09:00:00	Oppenheimer	Perform		main
2015-08-07 13:17:31	Cantor Fitzgerald	Hold		main
2015-08-12 07:09:36	BMO Capital	Market Perform	Outperform	down
2015-08-17 17:08:25	Wolfe Research	Peer Perform		init
2015-08-20 11:31:21	UBS	Buy		main
2015-08-21 06:55:52	Wedbush	Neutral		main
2015-08-21 08:13:33	FBR Capital	Sector Perform		main
2015-08-21 16:44:45	RBC Capital	Sector Perform		main
2015-09-04 04:13:02	FBR Capital	Market Perform		main
2015-09-04 06:59:14	Cantor Fitzgerald	Hold		main
2015-09-17 09:58:31	MKM Partners	Buy		init
2015-10-07 04:33:29	Citigroup	Neutral		init
2015-10-12 11:18:39	FBR Capital	Market Perform		main
2015-10-22 05:24:28	Wells Fargo	Market Perform		init
2015-10-29 04:11:49	Barclays	Equal-Weight		init
2015-11-09 05:29:13	JP Morgan	Neutral	Overweight	down
2015-11-10 06:00:57	Credit Suisse	Outperform		main
2015-11-20 06:25:32	Wedbush	Neutral		main
2015-11-20 06:26:19	Credit Suisse	Outperform		main
2015-12-04 09:31:15	Cantor Fitzgerald	Hold		main
2016-02-08 05:16:14	Brean Capital	Buy	Hold	up
2016-02-25 05:20:34	Barclays	Equal-weight		main
2016-02-25 08:53:53	Nomura	Neutral		main
2016-02-26 06:53:28	RBC Capital	Sector Perform		main
2016-02-26 07:28:20	Bernstein	Market Perform		main
2016-03-17 03:46:42	Credit Suisse	Neutral	Outperform	down
2016-04-08 06:17:37	Citigroup	Neutral		main
2016-04-12 06:34:10	Goldman Sachs	Neutral	Buy	down
2016-04-25 06:37:39	Stifel Nicolaus	Buy	Hold	up
2016-04-26 16:40:17	Deutsche Bank	Buy		init
2016-04-28 05:54:21	Bernstein	Outperform	Market Perform	up
2016-05-05 09:49:48	PiperJaffray	Underweight	Neutral	down
2016-05-09 06:12:35	UBS	Neutral	Buy	down
2016-05-19 08:00:46	MKM Partners	Neutral	Buy	down
2016-05-19 08:17:29	Baird	Neutral	Outperform	down
2016-05-19 13:39:09	Deutsche Bank	Buy		main
2016-05-20 06:34:14	Goldman Sachs	Neutral		main
2016-05-20 07:03:25	Bernstein	Outperform		main
2016-05-20 07:19:57	Cowen & Co.	Outperform		main
2016-06-28 06:47:15	Bank of America	Underperform	Neutral	down
2016-08-05 13:30:29	Goldman Sachs	Neutral		main
2016-08-08 11:17:28	Citigroup	Neutral		main
2016-08-18 09:51:58	UBS	Neutral		main
2016-08-19 05:38:25	Citigroup	Neutral		main
2016-08-19 05:41:24	Credit Suisse	Neutral		main
2016-08-19 06:22:05	Wedbush	Neutral		main
2016-08-19 06:22:20	Oppenheimer	Outperform	Perform	up
2016-08-19 06:34:29	FBR Capital	Market Perform		main
2016-08-22 06:16:52	Goldman Sachs	Buy	Neutral	up
2016-08-22 08:25:01	Citigroup	Neutral		main
2016-11-01 09:41:48	Mizuho	Buy	Buy	down
