	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	13626563	2020-09-29	0.09880000000000001	1130732197
1	Price (T.Rowe) Associates Inc	13300185	2020-09-29	0.0964	1103649351
2	Blackrock Inc.	11589803	2020-09-29	0.084	961721852
3	JP Morgan Chase & Company	9505719	2020-09-29	0.0689	788784562
4	State Street Corporation	3499938	2020-09-29	0.0254	290424855
5	Black Creek Investment Management Inc.	2890915	2020-09-29	0.021	239888126
6	Wells Fargo & Company	2344218	2020-09-29	0.017	194523209
7	William Blair Investment Management, LLC	2319187	2020-09-29	0.0168	192446137
8	Atlanta Capital Management Company LLC	2161421	2020-09-29	0.015700000000000002	179354714
9	FMR, LLC	2109758	2020-09-29	0.015300000000000001	175067718
