	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	25507898	2020-06-29	0.09789999999999999	7405197868
1	Price (T.Rowe) Associates Inc	21198502	2020-06-29	0.0814	6154137115
2	Vanguard Group, Inc. (The)	20873157	2020-06-29	0.0801	6059686208
3	FMR, LLC	19270517	2020-06-29	0.07400000000000001	5594423790
4	Capital World Investors	12488243	2020-06-29	0.0479	3625461825
5	State Street Corporation	11668245	2020-06-29	0.044800000000000006	3387408205
6	Wellington Management Company, LLP	6461810	2020-06-29	0.0248	1875928061
7	AllianceBernstein, L.P.	5785971	2020-06-29	0.0222	1679725241
8	Renaissance Technologies, LLC	5781332	2020-06-29	0.0222	1678378492
9	Capital International Investors	5747509	2020-06-29	0.022099999999999998	1668559337
