	Holder	Shares	Date Reported	% Out	Value
0	Icahn, Carl, C.	23456087	2020-06-29	0.1101	358643570
1	Vanguard Group, Inc. (The)	21026606	2020-06-29	0.0987	321496805
2	Blackrock Inc.	13719333	2020-06-29	0.0644	209768601
3	Bank Of New York Mellon Corporation	6820781	2020-06-29	0.032	104289741
4	Lsv Asset Management	6406693	2020-06-29	0.0301	97958335
5	AQR Capital Management, LLC	6330464	2020-06-29	0.0297	96792794
6	State Street Corporation	6269302	2020-06-29	0.0294	95857627
7	Dimensional Fund Advisors LP	5913250	2020-06-29	0.0278	90413592
8	Invesco Ltd.	5790734	2020-06-29	0.027200000000000002	88540322
9	Boston Partners	4488898	2020-06-29	0.021099999999999997	68635250
