	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Total Stock Market Index Fund	24306428	2019-12-30	0.0281	3640130657
1	Vanguard 500 Index Fund	16209076	2019-12-30	0.0187	2427471221
2	Dodge & Cox Stock Fund	10520700	2019-12-30	0.0121	1575580032
3	SPDR S&P 500 ETF Trust	9371388	2020-01-30	0.0108	1407582477
4	Vanguard Institutional Index Fund-Institutional Index Fund	7337126	2019-12-30	0.0085	1098807989
5	Vanguard Specialized-Dividend Appreciation Index Fund	7177467	2019-07-30	0.0083	958909591
6	Fidelity 500 Index Fund	7157715	2020-01-30	0.0083	1075088793
7	Vanguard/Wellington Fund Inc.	6938438	2019-11-29	0.008	1029247892
8	iShares U.S. Aerospace & Defense ETF	6264123	2020-01-30	0.0072	940871274
9	iShares Core S&P 500 ETF	6157348	2020-01-30	0.0070999999999999995	924833669
