	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	90974480	2020-06-29	0.0336	19623195336
1	Price (T.Rowe) Associates Inc	67595622	2020-06-29	0.025	14580375665
2	Vanguard Group, Inc. (The)	63762943	2020-06-29	0.0236	13753666805
3	Baillie Gifford and Company	40757011	2020-06-29	0.0151	8791287272
4	State Street Corporation	38006186	2020-06-29	0.013999999999999999	8197934320
5	FMR, LLC	29139029	2020-06-29	0.0108	6285288555
6	JP Morgan Chase & Company	27880188	2020-06-29	0.0103	6013756551
7	Hsbc Holdings Plc	25106413	2020-06-29	0.009300000000000001	5415453284
8	Invesco Ltd.	24947975	2020-06-29	0.0092	5381278207
9	Schroder Investment Management Group	24335170	2020-06-29	0.009000000000000001	5249096169
