	0	1
Earnings Date	2020-10-13 00:00:00	2020-10-19 00:00:00
Earnings Average	0.5	0.5
Earnings Low	0.44	0.44
Earnings High	0.56	0.56
Revenue Average	2501810000	2501810000
Revenue Low	2394000000	2394000000
Revenue High	2624050000	2624050000
