Date	Firm	To Grade	From Grade	Action
2012-02-16 06:37:00	PiperJaffray	Neutral		main
2012-03-08 10:56:00	Citigroup	Neutral		main
2012-03-12 06:17:00	Brean Capital	Buy		main
2012-03-15 06:20:00	Jefferies	Buy		main
2012-03-15 06:57:00	Brean Capital	Buy		main
2012-05-17 12:50:00	Wedbush	Neutral		main
2012-05-21 06:42:00	Brean Capital	Buy		main
2012-05-23 06:25:00	Brean Capital	Buy		main
2012-05-23 06:39:00	PiperJaffray	Neutral		main
2012-07-09 06:29:00	PiperJaffray	Neutral		main
2012-08-23 06:34:00	PiperJaffray	Neutral		main
2012-08-23 07:53:00	Sterne Agee	Buy		main
2012-08-23 10:24:00	Caris & Co.	Above Average		main
2012-08-24 11:14:00	Standpoint Research	Buy	Hold	up
2012-08-27 09:52:00	Miller Tabak	Buy		main
2012-10-03 09:40:00	Avondale Partners	Underperform		init
2012-10-19 05:45:00	Morgan Stanley	Underweight		init
2012-11-02 05:56:00	Jefferies	Hold	Buy	down
2012-11-26 14:34:00	Morgan Stanley	Underweight		main
2012-11-26 14:37:00	PiperJaffray	Neutral		main
2012-11-29 06:00:00	Avondale Partners		Market Underperform	up
2012-11-29 07:28:00	PiperJaffray	Overweight	Neutral	up
2013-02-04 08:50:34	Buckingham Research	Underperform	Neutral	down
2013-02-08 07:15:05	Wedbush	Outperform	Neutral	up
2013-03-21 07:35:05	Jefferies	Hold		main
2013-03-21 08:08:31	PiperJaffray	Overweight		main
2013-03-21 08:56:52	Wedbush	Outperform		main
2013-03-21 14:01:44	Bank of America	Underperform		main
2013-03-21 15:46:34	Miller Tabak	Neutral	Buy	down
2013-03-21 15:53:31	Miller Tabak	Neutral	Buy	down
2013-05-09 07:03:42	Wedbush	Neutral	Outperform	down
2013-05-23 10:27:06	Standpoint Research	Hold	Buy	down
2013-05-31 11:18:07	Jefferies	Hold		main
2013-06-03 07:24:01	Topeka	Hold		init
2013-08-23 06:46:43	PiperJaffray	Neutral	Overweight	down
2013-11-15 08:10:40	Mizuho	Neutral		init
2014-07-08 06:21:53	PiperJaffray	Overweight	Neutral	up
2014-08-14 16:00:00	Wunderlich	Buy		init
2014-08-19 06:26:41	PiperJaffray	Neutral	Overweight	down
2014-08-22 06:24:39	Standpoint Research	Buy	Hold	up
2014-08-28 09:00:00	Wunderlich	Buy		main
2014-09-19 07:42:42	Buckingham Research	Neutral	Underperform	up
2015-02-18 11:18:34	PiperJaffray	Underperform	Neutral	down
2015-03-19 09:00:00	Jefferies	Hold		main
2015-07-06 07:11:30	PiperJaffray	Neutral	Underweight	up
2015-07-08 08:03:26	Maxim Group	Buy		init
2015-07-15 06:47:13	Telsey Advisory Group	Market Perform	Underperform	up
2015-07-15 08:40:09	Evercore ISI Group	Hold	Sell	up
2015-07-15 11:00:00	PiperJaffray	Neutral		main
2015-08-27 05:56:44	Mizuho	Neutral		main
2015-10-13 10:32:44	Standpoint Research	Hold	Buy	down
2016-03-17 05:57:40	Jefferies	Hold		main
2016-03-17 06:33:46	Cowen & Co.	Market Perform		main
2016-03-17 08:43:17	Topeka	Hold		main
2016-05-25 13:55:33	Standpoint Research	Buy	Hold	up
2016-05-26 08:34:36	Mizuho	Neutral		main
2016-05-27 09:21:19	Miller Tabak	Hold	Sell	up
2016-07-19 05:47:32	PiperJaffray	Underweight	Neutral	down
2016-08-25 07:27:03	Jefferies	Hold		main
2017-03-09 17:44:23	Mizuho	Underperform	Neutral	down
2017-03-13 14:27:22	Wunderlich	Buy		reit
2017-08-09 13:43:26	Standpoint Research	Hold	Buy	down
2017-08-24 16:19:31	FBR Capital	Buy		main
2018-02-20 16:13:19	KeyBanc	Sector Weight	Overweight	down
2018-05-05 14:00:38	B. Riley FBR	Neutral	Buy	down
2018-05-05 14:00:39	B. Riley FBR	Buy	Neutral	up
2019-02-07 11:25:50	Jefferies	Buy	Hold	up
2019-08-29 14:12:20	B. Riley	Buy		reit
2019-12-17 14:04:50	Cowen & Co.	Outperform	Market Perform	up
2020-03-12 11:30:41	B. Riley FBR	Buy		main
2020-03-24 16:01:01	Cowen & Co.	Market Perform	Outperform	down
2020-03-26 12:25:20	B. Riley FBR	Buy		main
