	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	0.07	0.07
Earnings Low	0.01	0.01
Earnings High	0.18	0.18
Revenue Average	519180000	519180000
Revenue Low	510890000	510890000
Revenue High	528000000	528000000
