Date	Firm	To Grade	From Grade	Action
2019-08-09 16:54:07	Bank of America	Neutral		reit
2019-09-25 10:49:35	Citi	Neutral		main
2019-09-25 11:40:42	Citigroup	Neutral		main
2019-11-14 12:05:11	Bank of America	Buy	Neutral	up
2019-11-14 12:29:41	UBS	Neutral		main
2019-11-14 14:07:21	JP Morgan	Neutral		main
2020-02-20 10:00:48	JP Morgan	Overweight	Neutral	up
2020-02-20 12:50:28	JMP Securities	Market Outperform		main
2020-02-20 12:56:35	UBS	Neutral		main
2020-02-20 13:27:16	Citigroup	Neutral		main
2020-03-18 16:36:13	JP Morgan	Overweight		main
2020-05-07 18:09:10	Cantor Fitzgerald	Neutral		main
2020-05-08 11:59:52	Citigroup	Neutral		main
2020-05-08 12:46:19	JMP Securities	Market Outperform		main
2020-06-18 12:17:28	Oppenheimer	Outperform		main
2020-08-05 16:36:17	Needham	Buy		main
2020-08-10 10:54:37	Citigroup	Buy	Neutral	up
