	Holder	Shares	Date Reported	% Out	Value
0	Deer Vii & Co. Ltd.	3469801	2020-06-29	0.10769999999999999	256140709
1	Accel London III Associates, LP	2746066	2020-06-29	0.0852	202714592
2	Lord Abbett & Co	768669	2020-06-29	0.0239	56743145
3	Oberweis Asset Management Inc.	616296	2020-06-29	0.0191	45494970
4	BAMCO Inc.	603955	2020-06-29	0.0187	44583958
5	FMR, LLC	541503	2020-06-29	0.0168	39973751
6	Franklin Resources, Inc.	509504	2020-06-29	0.0158	37611585
7	Migdal Insurance & Financial Holdings Ltd.	469383	2020-06-29	0.0146	34649853
8	Menora Mivtachim Holdings Ltd.	454500	2020-06-29	0.0141	33551190
9	Phoenix Holdings Ltd.	445922	2020-06-29	0.0138	32917962
