	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	14453687	2020-06-29	0.08710000000000001	607488464
1	Blackrock Inc.	12699038	2020-06-29	0.0765	533740567
2	Jackson Square Partners, LLC	10739801	2020-06-29	0.0647	451393836
3	Darsana Capital Partners LP	9000000	2020-06-29	0.0542	378270000
4	Artisan Partners Limited Partnership	7698730	2020-06-29	0.0464	323577621
5	Capital World Investors	6415094	2020-06-29	0.0387	269626400
6	JP Morgan Chase & Company	6409357	2020-06-29	0.038599999999999995	269385274
7	Renaissance Technologies, LLC	5953786	2020-06-29	0.0359	250237625
8	Wellington Management Company, LLP	4751251	2020-06-29	0.0286	199695079
9	Soma Equity Partners LP	4500000	2020-06-29	0.0271	189135000
