	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	0.82	0.82
Earnings Low	0.74	0.74
Earnings High	0.86	0.86
Revenue Average	1833340000	1833340000
Revenue Low	1755000000	1755000000
Revenue High	1880300000	1880300000
