	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	47985865	2020-06-29	0.1424	3246723625
1	Blackrock Inc.	24802076	2020-06-29	0.0736	1678108462
2	Vanguard Group, Inc. (The)	23027291	2020-06-29	0.0683	1558026509
3	Wellington Management Company, LLP	18576703	2020-06-29	0.055099999999999996	1256899724
4	FMR, LLC	14373427	2020-06-29	0.0426	972506070
5	State Street Corporation	11823904	2020-06-29	0.0351	800005344
6	Capital Research Global Investors	9662046	2020-06-29	0.0287	653734032
7	Brown Advisory Inc.	9432550	2020-06-29	0.027999999999999997	638206333
8	Viking Global Investors, L.P.	8760046	2020-06-29	0.026000000000000002	592704712
9	Artisan Partners Limited Partnership	8570811	2020-06-29	0.0254	579901072
