Date	Dividends	Stock Splits
2016-08-24	0.07	0.0
2016-11-22	0.07	0.0
2016-11-23	0.07	0.0
2017-02-22	0.07	0.0
2017-05-24	0.07	0.0
2017-08-23	0.07	0.0
2017-11-22	0.07	0.0
2018-02-22	0.07	0.0
2018-05-24	0.07	0.0
2018-08-30	0.07	0.0
2018-11-29	0.07	0.0
2019-02-21	0.07	0.0
2019-05-30	0.07	0.0
2019-08-29	0.07	0.0
2019-11-27	0.07	0.0
2020-02-27	0.07	0.0
2020-05-28	0.07	0.0
2020-08-27	0.07	0.0
