	Holder	Shares	Date Reported	% Out	Value
0	Berkshire Hathaway, Inc	1010100606	2020-09-29	0.1168	24333323598
1	Vanguard Group, Inc. (The)	613530808	2020-09-29	0.0709	14779957164
2	Blackrock Inc.	509925375	2020-09-29	0.058899999999999994	12284102283
3	State Street Corporation	320037197	2020-09-29	0.037000000000000005	7709696075
4	Wellington Management Company, LLP	183495139	2020-09-29	0.0212	4420397898
5	FMR, LLC	180406636	2020-09-29	0.0209	4345995861
6	Price (T.Rowe) Associates Inc	144215393	2020-09-29	0.0167	3474148817
7	Dodge & Cox Inc	129019837	2020-09-29	0.0149	3108087873
8	Geode Capital Management, LLC	112441496	2020-09-29	0.013000000000000001	2708715638
9	JP Morgan Chase & Company	111591940	2020-09-29	0.0129	2688249834
