	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	31172975	2020-06-29	0.0849	5849608758
1	Vanguard Group, Inc. (The)	29029648	2020-06-29	0.0791	5447413447
2	Blackrock Inc.	27135327	2020-06-29	0.0739	5091944111
3	FMR, LLC	21733809	2020-06-29	0.0592	4078349258
4	State Street Corporation	16504557	2020-06-29	0.0449	3097080121
5	Capital World Investors	16258361	2020-06-29	0.0443	3050881441
6	Dodge & Cox Inc	14545724	2020-06-29	0.039599999999999996	2729505108
7	Massachusetts Financial Services Co.	12951967	2020-06-29	0.0353	2430436607
8	Nordea Investment Management Ab	9479168	2020-06-29	0.0258	1778765875
9	JP Morgan Chase & Company	9398470	2020-06-29	0.0256	1763622895
