	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	91744102	2020-06-29	0.0855	3855087166
1	Blackrock Inc.	86244105	2020-06-29	0.08039999999999999	3623977292
2	State Street Corporation	53831803	2020-06-29	0.050199999999999995	2262012362
3	JP Morgan Chase & Company	27785134	2020-06-29	0.0259	1167531330
4	Capital International Investors	26973826	2020-06-29	0.0252	1133440168
5	Massachusetts Financial Services Co.	18280003	2020-06-29	0.017	768125726
6	Ameriprise Financial, Inc.	16950273	2020-06-29	0.0158	712250471
7	Wellington Management Company, LLP	16803126	2020-06-29	0.015700000000000002	706067354
8	Geode Capital Management, LLC	16411896	2020-06-29	0.015300000000000001	689627869
9	Price (T.Rowe) Associates Inc	16348634	2020-06-29	0.0152	686969600
