Date	Firm	To Grade	From Grade	Action
2012-10-08	Credit Suisse	Neutral	Outperform	down
2012-12-06	Credit Suisse	Outperform	Neutral	up
2013-02-21	Bank of America	Buy	Underperform	up
2013-04-14	Morgan Stanley	Equal-Weight	Overweight	down
2014-12-08	Bank of America	Buy	Neutral	up
2015-01-08	Credit Suisse	Neutral	Buy	down
2015-03-09	Pacific Crest	Underperform	Sector Perform	down
2015-03-26	Citigroup	Neutral		down
2015-12-01	HSBC	Buy		up
2016-02-18	Morgan Stanley	Overweight	Equal-Weight	up
2016-07-12	JP Morgan	Neutral	Overweight	down
2016-07-12	Nomura	Neutral	Buy	down
2016-10-04	Susquehanna	Neutral	Negative	up
2016-10-14	Pacific Crest	Sector Weight	Underweight	up
2017-11-27	Morgan Stanley	Equal-Weight	Overweight	down
2018-01-16	HSBC	Buy	Buy	up
2018-01-22	Goldman Sachs	Buy	Neutral	up
2018-07-02	Susquehanna	Positive	Neutral	up
2018-11-16	Morgan Stanley	Equal-Weight	Underweight	up
2019-05-07	Goldman Sachs	Buy		init
2019-07-19	CLSA	Buy	Underperform	up
2019-09-05	Morgan Stanley	Overweight	Equal-Weight	up
2019-09-30	Goldman Sachs	Buy		reit
2019-12-17	China Renaissance	Buy	Hold	up
2020-07-24	Macquarie	Outperform	Neutral	up
2020-08-28	New Street	Buy		init
