	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	3791872	2020-06-29	0.0934	223417098
1	Vanguard Group, Inc. (The)	3584644	2020-06-29	0.0883	211207224
2	Hotchkis & Wiley Capital Management, LLC	1693320	2020-06-29	0.0417	99770414
3	JP Morgan Chase & Company	1610271	2020-06-29	0.0397	94877167
4	State Street Corporation	977493	2020-06-29	0.0241	57593887
5	Dimensional Fund Advisors LP	963539	2020-06-29	0.023700000000000002	56771717
6	Times Square Capital Management, LLC	858110	2020-06-29	0.021099999999999997	50559841
7	Nuveen Asset Management	721873	2020-06-29	0.0178	42532757
8	Wells Fargo & Company	716698	2020-06-29	0.0177	42227846
9	Scout Investments, Inc.	623828	2020-06-29	0.0154	36755945
