	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	21550440	2020-06-29	0.1152	2171853343
1	Blackrock Inc.	20572642	2020-06-29	0.1099	2073310860
2	Price (T.Rowe) Associates Inc	13332761	2020-06-29	0.0712	1343675653
3	State Street Corporation	8350905	2020-06-29	0.0446	841604205
4	JP Morgan Chase & Company	4200831	2020-06-29	0.022400000000000003	423359748
5	FMR, LLC	3586321	2020-06-29	0.0192	361429430
6	Nuveen Asset Management	3563094	2020-06-29	0.019	359088613
7	Geode Capital Management, LLC	3050500	2020-06-29	0.0163	307429390
8	Mackenzie Financial Corporation	3003945	2020-06-29	0.0161	302737577
9	Ninety One UK Ltd	2880798	2020-06-29	0.0154	290326822
