	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	1.89	1.89
Earnings Low	1.55	1.55
Earnings High	2.09	2.09
Revenue Average	19711200000	19711200000
Revenue Low	19404000000	19404000000
Revenue High	20410300000	20410300000
