	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	0.7	0.7
Earnings Low	0.54	0.54
Earnings High	0.86	0.86
Revenue Average	63825400000	63825400000
Revenue Low	52545000000	52545000000
Revenue High	70547000000	70547000000
