	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	1315961000	2020-06-29	0.07690000000000001	120015643200
1	Blackrock Inc.	1101824048	2020-06-29	0.0644	100486353177
2	Berkshire Hathaway, Inc	980622264	2020-06-29	0.057300000000000004	89432750476
3	State Street Corporation	709057472	2020-06-29	0.0415	64666041446
4	FMR, LLC	383300188	2020-06-29	0.022400000000000003	34956977145
5	Geode Capital Management, LLC	251695416	2020-06-29	0.0147	22954621939
6	Price (T.Rowe) Associates Inc	233087540	2020-06-29	0.013600000000000001	21257583648
7	Northern Trust Corporation	214144092	2020-06-29	0.0125	19529941190
8	Norges Bank Investment Management	187425092	2019-12-30	0.011000000000000001	13759344566
9	Bank Of New York Mellon Corporation	171219584	2020-06-29	0.01	15615226060
