	0	1
Earnings Date	2021-02-24 00:00:00	2021-03-01 00:00:00
Earnings Average	-3.7	-3.7
Earnings Low	-8.73	-8.73
Earnings High	5.45	5.45
Revenue Average	1171500000	1171500000
Revenue Low	815780000	815780000
Revenue High	1466000000	1466000000
