	0	1
Earnings Date	2021-02-10 00:00:00	2021-02-15 00:00:00
Earnings Average	1.26	1.26
Earnings Low	1.06	1.06
Earnings High	1.32	1.32
Revenue Average	4970280000	4970280000
Revenue Low	4943000000	4943000000
Revenue High	5100000000	5100000000
