	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	1.25	1.25
Earnings Low	1.22	1.22
Earnings High	1.29	1.29
Revenue Average	316140000	316140000
Revenue Low	315000000	315000000
Revenue High	317280000	317280000
