	Holder	Shares	Date Reported	% Out	Value
0	Berkshire Hathaway, Inc	12815613	2020-06-29	0.1116	2650653236
1	Vanguard Group, Inc. (The)	11639826	2020-06-29	0.1013	2407465211
2	Blackrock Inc.	8864508	2020-06-29	0.07719999999999999	1833446189
3	Renaissance Technologies, LLC	7310690	2020-06-29	0.0637	1512070012
4	State Street Corporation	4273362	2020-06-29	0.037200000000000004	883859462
5	Capital International Investors	3746856	2020-06-29	0.0326	774962226
6	Ninety One UK Ltd	2852681	2020-06-29	0.0248	590020011
7	Shaw D.E. & Co., Inc.	2624276	2020-06-29	0.022799999999999997	542779005
8	Principal Financial Group, Inc.	2588514	2020-06-29	0.0225	535382350
9	Ameriprise Financial, Inc.	2029517	2020-06-29	0.0177	419765001
