	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	1.24	1.24
Earnings Low	1.2	1.2
Earnings High	1.31	1.31
Revenue Average	758040000	758040000
Revenue Low	750500000	750500000
Revenue High	774000000	774000000
