	Holder	Shares	Date Reported	% Out	Value
0	FMR, LLC	114131607	2020-06-29	0.0588	1012347354
1	Zimmer Partners, LP	75000000	2020-06-29	0.038599999999999995	665250000
2	Vanguard Group, Inc. (The)	69250031	2020-06-29	0.035699999999999996	614247774
3	Anchorage Capital Group, LLC	43908000	2020-06-29	0.0226	389463960
4	Silver Point Capital, L.P.	39685100	2020-06-29	0.0204	352006837
5	Pentwater Capital Management Lp	32685449	2020-06-29	0.0168	289919932
6	Gallagher Fiduciary Advisors, LLC	32000103	2020-06-29	0.0165	283840913
7	Price (T.Rowe) Associates Inc	30997519	2020-06-29	0.016	274947993
8	Abrams Capital Management, L.P.	25000000	2020-06-29	0.0129	221750000
9	Credit Suisse Ag/	24842744	2020-06-29	0.0128	220355139
