	0	1
Earnings Date	2020-07-22 00:00:00	2020-07-27 00:00:00
Earnings Average	0.27	0.27
Earnings Low	0.11	0.11
Earnings High	0.46	0.46
Revenue Average	4722460000	4722460000
Revenue Low	4557000000	4557000000
Revenue High	4946420000	4946420000
