	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	91547627	2020-06-29	0.085	22933596039
1	Blackrock Inc.	72554014	2020-06-29	0.0674	18175506047
2	State Street Corporation	51907605	2020-06-29	0.0482	13003374128
3	Capital World Investors	32209222	2020-06-29	0.029900000000000003	8068732203
4	Wellington Management Company, LLP	20364592	2020-06-29	0.0189	5101533941
5	Capital Research Global Investors	19271317	2020-06-29	0.0179	4827657621
6	FMR, LLC	19084248	2020-06-29	0.0177	4780794966
7	Bank of America Corporation	18319982	2020-06-29	0.017	4589338690
8	Geode Capital Management, LLC	16569173	2020-06-29	0.0154	4150743528
9	Northern Trust Corporation	15668669	2020-06-29	0.0146	3925158271
