	Holder	Shares	Date Reported	% Out	Value
0	Dodge & Cox Inc	154877812	2020-06-29	0.1204	1506961110
1	Vanguard Group, Inc. (The)	149925198	2020-06-29	0.1165	1458772176
2	Blackrock Inc.	100633060	2020-06-29	0.0782	979159673
3	Primecap Management Company	73301533	2020-06-29	0.057	713223916
4	State Street Corporation	65263865	2020-06-29	0.0507	635017406
5	Pzena Investment Management, LLC	39256484	2020-06-29	0.0305	381965589
6	Hotchkis & Wiley Capital Management, LLC	37364698	2020-06-29	0.028999999999999998	363558511
7	Geode Capital Management, LLC	21259163	2020-06-29	0.0165	206851655
8	Dimensional Fund Advisors LP	17952856	2020-06-29	0.013999999999999999	174681288
9	Lsv Asset Management	15971807	2020-06-29	0.0124	155405682
