	0	1
Earnings Date	2020-12-10 00:00:00	2020-12-14 00:00:00
Earnings Average	6.24	6.24
Earnings Low	6.1	6.1
Earnings High	6.55	6.55
Revenue Average	6423470000	6423470000
Revenue Low	6399690000	6399690000
Revenue High	6536390000	6536390000
