	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	100571841	2020-06-29	0.0839	5084912280
1	Vanguard Group, Inc. (The)	96718330	2020-06-29	0.08070000000000001	4890078764
2	Wellington Management Company, LLP	92965958	2020-06-29	0.0775	4700358836
3	State Street Corporation	53067963	2020-06-29	0.0443	2683116209
4	FMR, LLC	31694368	2020-06-29	0.0264	1602467246
5	Bank Of New York Mellon Corporation	30070656	2020-06-29	0.025099999999999997	1520372367
6	AllianceBernstein, L.P.	22072957	2020-06-29	0.0184	1116008705
7	Bank of America Corporation	19019690	2020-06-29	0.0159	961635526
8	Geode Capital Management, LLC	17569878	2020-06-29	0.0147	888333031
9	Northern Trust Corporation	16006587	2020-06-29	0.013300000000000001	809293038
