	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	1.96	1.96
Earnings Low	1.6	1.6
Earnings High	2.65	2.65
Revenue Average	6414780000	6414780000
Revenue Low	5735000000	5735000000
Revenue High	7199000000	7199000000
