	Holder	Shares	Date Reported	% Out	Value
0	Capital Research Global Investors	125356882	2020-06-29	0.1	9644958501
1	Blackrock Inc.	115834270	2020-06-29	0.0924	8912288733
2	Vanguard Group, Inc. (The)	104813339	2020-06-29	0.0836	8064338302
3	State Street Corporation	58026712	2020-06-29	0.0463	4464575221
4	Capital International Investors	57143147	2020-06-29	0.045599999999999995	4396593730
5	Capital World Investors	43503830	2020-06-29	0.0347	3347184680
6	Geode Capital Management, LLC	19665435	2020-06-29	0.015700000000000002	1513058568
7	Bank Of New York Mellon Corporation	16853681	2020-06-29	0.0134	1296722216
8	Northern Trust Corporation	16081206	2020-06-29	0.0128	1237287989
9	Norges Bank Investment Management	13228713	2019-12-30	0.0106	859601770
