	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	-1.08	-1.08
Earnings Low	-1.6	-1.6
Earnings High	-0.73	-0.73
Revenue Average	1228930000	1228930000
Revenue Low	917800000	917800000
Revenue High	1378300000	1378300000
