	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	52371998	2020-06-29	0.10619999999999999	879849566
1	Price (T.Rowe) Associates Inc	32769062	2020-06-29	0.0664	550520241
2	Blackrock Inc.	31886640	2020-06-29	0.0646	535695552
3	Corvex Management LP	22537696	2020-06-29	0.045700000000000005	378633292
4	State Street Corporation	20784299	2020-06-29	0.0421	349176223
5	Harris Associates L.P.	14913703	2020-06-29	0.0302	250550210
6	Srs Investment Management, Llc	13372329	2020-06-29	0.0271	224655127
7	Geode Capital Management, LLC	7882942	2020-06-29	0.016	132433425
8	Arrowstreet Capital, Limited Partnership	6758536	2020-06-29	0.0137	113543404
9	Northern Trust Corporation	5155004	2020-06-29	0.0105	86604067
