	0	1
Earnings Date	2020-12-03 00:00:00	2020-12-07 00:00:00
Earnings Average	-0.01	-0.01
Earnings Low	-0.02	-0.02
Earnings High	0.01	0.01
Revenue Average	202710000	202710000
Revenue Low	202180000	202180000
Revenue High	203020000	203020000
