	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	29148398	2020-06-29	0.1251	260732420
1	Vanguard Group, Inc. (The)	21596812	2020-06-29	0.09269999999999999	193183483
2	Dimensional Fund Advisors LP	11651364	2020-06-29	0.05	104221450
3	Lsv Asset Management	9785666	2020-06-29	0.042	87532782
4	Hotchkis & Wiley Capital Management, LLC	8116553	2020-06-29	0.0348	72602566
5	State Street Corporation	7669107	2020-06-29	0.0329	68600162
6	Shaw D.E. & Co., Inc.	6439743	2020-06-29	0.0276	57603501
7	Newport Trust Co	5311257	2020-06-29	0.022799999999999997	47509193
8	Appaloosa LP	5000000	2020-06-29	0.0215	44725000
9	Arrowstreet Capital, Limited Partnership	3883190	2020-06-29	0.0167	34735134
