	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	-0.02	-0.02
Earnings Low	-0.22	-0.22
Earnings High	0.15	0.15
Revenue Average	247650000	247650000
Revenue Low	183640000	183640000
Revenue High	363300000	363300000
